[1758210033122393301],,,,3.179,9.493,-0.22
[1758210033128854604],,,,2.986,9.586,-0.256
[1758210033135109864],,,,2.863,9.505,-0.06
[1758210033141459135],,,,3.168,9.479,-0.089
[1758210033148205593],,,,3.019,9.601,-0.225
[1758210033154738510],,,,3.017,9.364,-0.098
[1758210033161191374],,,,3.153,9.562,-0.335
[1758210033166978718],,,,3.189,9.495,-0.283
[1758210033173174551],,,,3.005,9.555,-0.311
[1758210033179952989],,,,3.007,9.562,-0.204
[1758210033186330593],,,,3.031,9.488,-0.251
[1758210033192824656],,,,2.998,9.512,-0.287
[1758210033199229031],,,,3.0,9.644,-0.139
[1758210033205775906],,,,2.993,9.512,-0.306
[1758210033212333614],,,,3.029,9.505,-0.362
[1758210033218731947],,,,3.014,9.404,-0.17
[1758210033225027937],,,,3.053,9.522,-0.266
[1758210033231561739],,,,3.033,9.594,-0.196
[1758210033238077208],,,,3.029,9.455,-0.34
[1758210033244533093],,,,2.828,9.534,-0.065
[1758210033250975385],,,,3.038,9.55,-0.172
[1758210033257380854],,,,3.165,9.572,-0.283
[1758210033263780958],,,,3.055,9.562,-0.211
[1758210033270359447],,,,3.184,9.51,-0.196
[1758210033277202937],,,,3.007,9.527,-0.101
[1758210033283656739],,,,3.053,9.598,-0.148
[1758210033290107520],,,,3.029,9.546,-0.359
[1758210033296540385],,,,2.995,9.546,0.031
[1758210033303013510],,,,2.986,9.646,-0.316
[1758210033309502781],,,,2.978,9.491,-0.23
[1758210033315976426],,,,2.976,9.527,-0.124
[1758210033322379603],,,,3.002,9.646,-0.254
[1758210033328652156],,,,2.988,9.5,-0.132
[1758210033335287156],,,,2.962,9.637,-0.194
[1758210033341604343],,,,3.05,9.515,-0.328
[1758210033348187937],,,,3.112,9.361,-0.5
[1758210033354666791],,,,2.969,9.17,-0.347
[1758210033361177103],,,,2.885,9.33,-0.802
[1758210033367497937],,,,3.201,9.27,0.316
[1758210033373937520],,,,3.096,9.833,-0.261
[1758210033380358978],,,,3.041,9.673,-0.393
[1758210033386794343],,,,3.122,9.577,0.28
[1758210033393165281],,,,2.95,9.093,-0.11
[1758210033399827103],,,,3.081,9.639,-0.218
[1758210033406204395],,,,2.998,9.491,-0.429
[1758210033412454656],,,,3.038,9.524,-0.079
[1758210033418738614],,,,3.029,9.682,0.007
[1758210033425109968],,,,2.784,9.376,-0.484
[1758210033431630020],,,,3.014,9.512,0.005
[1758210033438265124],,,,3.002,9.613,0.01
[1758210033444734968],,,,3.026,9.555,-0.134
[1758210033450503770],,,,3.203,9.601,0.014
[1758210033457069656],,,,3.019,9.498,-0.129
[1758210033463362572],,,,3.036,9.596,-0.177
[1758210033469380437],,,,3.033,9.61,-0.448
[1758210033475612208],,,,3.175,9.388,-0.318
[1758210033482230124],,,,3.045,9.517,-0.122
[1758210033488616478],,,,2.988,9.639,-0.156
[1758210033495377468],,,,2.998,9.577,-0.424
[1758210033501871374],,,,3.043,9.51,-0.16
[1758210033508409656],,,,3.153,9.536,-0.371
[1758210033514843666],,,,3.029,9.433,-0.086
[1758210033521333353],,,,3.012,9.538,-0.182
[1758210033527779812],,,,3.194,9.457,-0.223
[1758210033534264343],,,,3.084,9.515,-0.251
[1758210033540797833],,,,3.175,9.574,-0.223
[1758210033547302885],,,,3.017,9.644,-0.28
[1758210033553740749],,,,3.146,9.538,-0.251
[1758210033560028458],,,,2.964,9.479,-0.283
[1758210033566348197],,,,3.053,9.553,-0.249
[1758210033573024135],,,,3.031,9.529,-0.189
[1758210033579448458],,,,3.168,9.383,-0.28
[1758210033585779968],,,,3.055,9.44,-0.041
[1758210033592644655],,,,3.208,9.531,-0.153
[1758210033599077624],,,,3.053,9.558,-0.225
[1758210033605494603],,,,2.995,9.524,-0.23
[1758210033611908041],,,,2.832,9.519,-0.33
[1758210033618304916],,,,2.995,9.641,-0.383
[1758210033624757208],,,,3.0,9.541,-0.297
[1758210033631166843],,,,2.957,9.565,-0.215
[1758210033637577051],,,,3.012,9.62,-0.148
[1758210033643248718],,,,3.067,9.503,-0.141
[1758210033650030124],,,,3.175,9.479,-0.189
[1758210033656489760],,,,3.0,9.503,-0.333
[1758210033662964499],,,,3.17,9.486,-0.18
[1758210033669379343],,,,3.062,9.538,-0.242
[1758210033675769499],,,,2.988,9.4,-0.199
[1758210033682212364],,,,3.036,9.625,-0.259
[1758210033688638926],,,,3.019,9.352,-0.208
[1758210033695035749],,,,3.179,9.486,-0.132
[1758210033701472051],,,,3.0,9.445,-0.278
[1758210033708035905],,,,3.179,9.543,-0.278
[1758210033714482728],,,,2.998,9.376,-0.134
[1758210033721031530],,,,3.153,9.594,-0.225
[1758210033727548822],,,,3.057,9.5,-0.218
[1758210033734079916],,,,3.021,9.582,-0.199
[1758210033740478874],,,,3.05,9.591,-0.302
[1758210033747039395],,,,3.017,9.536,-0.189
[1758210033753779812],,,,2.981,9.579,-0.232
[1758210033760133562],,,,3.151,9.486,-0.101
[1758210033766401635],,,,3.038,9.543,-0.242
[1758210033772782572],,,,3.007,9.522,-0.412
[1758210033779313926],,,,3.041,9.524,-0.304
[1758210033786034291],,,,3.007,9.457,-0.192
[1758210033792454655],,,,2.957,9.574,-0.156
[1758210033798830332],,,,2.99,9.562,-0.103
[1758210033805554447],,,,2.998,9.615,-0.215
[1758210033811962416],,,,2.842,9.567,-0.196
[1758210033818425749],,,,3.069,9.562,-0.347
[1758210033824785489],,,,3.029,9.594,-0.239
[1758210033831127312],,,,3.021,9.615,-0.239
[1758210033837445749],,,,3.024,9.577,-0.328
[1758210033843794655],,,,3.029,9.39,-0.323
[1758210033850467676],,,,3.021,9.555,-0.215
[1758210033857118041],,,,2.99,9.541,-0.254
[1758210033863842832],,,,3.026,9.641,-0.345
[1758210033870196218],,,,3.0,9.591,-0.201
[1758210033876459082],,,,3.021,9.503,-0.29
[1758210033883322728],,,,2.983,9.582,-0.297
[1758210033889837155],,,,3.033,9.522,-0.151
[1758210033896268562],,,,3.156,9.55,-0.249
[1758210033902777624],,,,3.036,9.543,-0.215
[1758210033909345645],,,,2.993,9.455,-0.098
[1758210033915832103],,,,3.053,9.637,-0.29
[1758210033922260437],,,,2.983,9.546,-0.249
[1758210033928657312],,,,2.923,9.479,-0.22
[1758210033935041999],,,,3.026,9.627,-0.23
[1758210033941450280],,,,3.026,9.55,-0.091
[1758210033947658093],,,,3.043,9.598,-0.45
[1758210033953411270],,,,3.038,9.486,-0.275
[1758210033959192260],,,,3.062,9.507,-0.048
[1758210033964886635],,,,2.974,9.579,-0.271
[1758210033970597780],,,,3.01,9.558,-0.287
[1758210033976323562],,,,3.0,9.515,-0.175
[1758210033982025332],,,,2.983,9.531,-0.249
[1758210033987783405],,,,2.823,9.622,-0.326
[1758210033993501687],,,,2.998,9.527,-0.457
[1758210033999122364],,,,2.995,9.483,-0.103
[1758210034004829134],,,,2.998,9.536,-0.335
[1758210034010520072],,,,3.091,9.529,-0.251
[1758210034016192676],,,,2.947,9.572,-0.294
[1758210034021913718],,,,2.993,9.517,-0.445
[1758210034027755801],,,,3.182,9.543,-0.34
[1758210034033555593],,,,2.878,9.522,-0.225
[1758210034039188718],,,,3.05,9.524,-0.117
[1758210034044974134],,,,3.053,9.625,-0.369
[1758210034051259551],,,,3.002,9.51,-0.259
[1758210034057641999],,,,2.954,9.529,-0.098
[1758210034064148822],,,,2.986,9.421,-0.407
[1758210034070957989],,,,2.974,9.651,-0.326
[1758210034077216009],,,,3.014,9.519,-0.23
[1758210034084017364],,,,3.041,9.361,-0.268
[1758210034090392364],,,,3.139,9.5,-0.153
[1758210034097161843],,,,3.048,9.534,-0.144
[1758210034103607520],,,,3.01,9.582,-0.189
[1758210034110005697],,,,2.978,9.586,-0.172
[1758210034116346582],,,,3.182,9.517,-0.091
[1758210034122931374],,,,3.033,9.38,-0.306
[1758210034129574395],,,,3.182,9.507,-0.06
[1758210034135997624],,,,2.947,9.629,-0.333
[1758210034142663353],,,,3.024,9.522,-0.141
[1758210034149083562],,,,3.005,9.632,-0.426
[1758210034154832884],,,,2.993,9.594,-0.098
[1758210034160605332],,,,2.981,9.469,-0.041
[1758210034166428718],,,,3.012,9.572,-0.18
[1758210034172168874],,,,3.196,9.584,-0.302
[1758210034177939864],,,,2.988,9.584,-0.196
[1758210034183659759],,,,3.091,9.5,-0.259
[1758210034189252520],,,,3.01,9.558,-0.251
[1758210034194789186],,,,2.978,9.543,-0.378
[1758210034200465957],,,,2.964,9.5,-0.163
[1758210034206149134],,,,3.012,9.61,-0.299
[1758210034211868874],,,,3.041,9.622,-0.306
[1758210034217517364],,,,3.043,9.567,-0.172
[1758210034223140853],,,,3.014,9.582,-0.275
[1758210034228678926],,,,3.072,9.536,-0.309
[1758210034234359395],,,,3.098,9.529,-0.077
[1758210034240276114],,,,3.048,9.641,-0.062
[1758210034246015436],,,,2.986,9.622,-0.302
[1758210034252422676],,,,2.995,9.572,-0.18
[1758210034258696843],,,,3.16,9.651,-0.168
[1758210034265369082],,,,3.043,9.4,-0.192
[1758210034271614968],,,,2.95,9.428,-0.072
[1758210034277968457],,,,3.033,9.505,-0.129
[1758210034284707884],,,,3.029,9.591,-0.086
[1758210034291117884],,,,3.041,9.512,-0.294
[1758210034297531374],,,,3.019,9.56,-0.156
[1758210034303909343],,,,3.029,9.562,-0.249
[1758210034310314186],,,,2.998,9.467,-0.261
[1758210034317071374],,,,3.026,9.507,-0.22
[1758210034323459186],,,,3.01,9.603,-0.227
[1758210034329960905],,,,3.007,9.534,-0.134
[1758210034336383509],,,,2.983,9.527,-0.297
[1758210034342850801],,,,2.998,9.498,-0.165
[1758210034349281426],,,,3.014,9.613,-0.247
[1758210034355622572],,,,3.017,9.641,-0.263
[1758210034362242936],,,,3.029,9.515,-0.275
[1758210034368552207],,,,3.036,9.601,-0.369
[1758210034375285124],,,,3.012,9.615,-0.093
[1758210034381770697],,,,3.007,9.555,0.055
[1758210034388196530],,,,3.012,9.45,-0.06
[1758210034394736895],,,,2.995,9.649,-0.388
[1758210034401210072],,,,3.01,9.543,-0.124
[1758210034407610072],,,,3.024,9.505,-0.196
[1758210034414092468],,,,3.002,9.589,-0.158
[1758210034420609447],,,,3.007,9.622,-0.249
[1758210034426881843],,,,3.01,9.579,-0.268
[1758210034433420436],,,,3.06,9.613,-0.172
[1758210034439760176],,,,3.0,9.407,-0.041
[1758210034446088509],,,,3.012,9.598,-0.158
[1758210034452511895],,,,3.055,9.615,-0.199
[1758210034458762155],,,,3.117,9.622,-0.117
[1758210034465344291],,,,3.002,9.538,-0.194
[1758210034472201218],,,,2.988,9.555,-0.077
[1758210034478605332],,,,2.986,9.572,-0.18
[1758210034485006582],,,,2.995,9.567,-0.072
[1758210034491480645],,,,2.971,9.538,-0.4
[1758210034497881791],,,,3.031,9.558,-0.117
[1758210034503509447],,,,2.957,9.598,-0.453
[1758210034509840801],,,,3.01,9.649,-0.115
[1758210034516198093],,,,3.196,9.488,-0.266
[1758210034522325020],,,,3.019,9.55,-0.129
[1758210034528605332],,,,3.074,9.527,-0.211
[1758210034534945957],,,,3.179,9.567,-0.309
[1758210034541297624],,,,2.986,9.572,-0.227
[1758210034547663613],,,,3.081,9.603,-0.196
[1758210034554233822],,,,2.993,9.57,-0.249
[1758210034560812728],,,,2.988,9.512,-0.151
[1758210034567252780],,,,2.981,9.438,-0.333
[1758210034573563093],,,,2.964,9.534,-0.184
[1758210034579919655],,,,3.201,9.589,-0.34
[1758210034586537728],,,,2.998,9.584,-0.029
[1758210034592821738],,,,3.01,9.639,-0.184
[1758210034599596322],,,,3.029,9.488,-0.366
[1758210034606023093],,,,3.005,9.412,-0.18
[1758210034612462155],,,,3.05,9.601,-0.091
[1758210034618863249],,,,3.005,9.507,-0.261
[1758210034625368718],,,,3.012,9.488,-0.093
[1758210034631797988],,,,3.029,9.567,-0.031
[1758210034638255280],,,,3.005,9.476,-0.134
[1758210034644739863],,,,3.041,9.538,-0.002
[1758210034651256582],,,,3.172,9.534,-0.275
[1758210034657693822],,,,3.043,9.574,-0.448
[1758210034664048405],,,,2.868,9.618,-0.309
[1758210034670855905],,,,3.005,9.649,-0.215
[1758210034677334238],,,,3.184,9.479,-0.177
[1758210034683768718],,,,3.153,9.637,-0.328
[1758210034690062103],,,,2.998,9.555,-0.23
[1758210034696439655],,,,3.182,9.567,-0.328
[1758210034702697780],,,,3.033,9.464,-0.232
[1758210034709098301],,,,3.012,9.613,-0.278
[1758210034715838093],,,,2.986,9.555,-0.211
[1758210034722244603],,,,3.172,9.419,-0.084
[1758210034728669290],,,,2.99,9.534,-0.338
[1758210034735103978],,,,3.002,9.596,-0.199
[1758210034741584238],,,,3.043,9.498,-0.196
[1758210034748004811],,,,2.99,9.479,-0.285
[1758210034754378509],,,,2.921,9.56,-0.33
[1758210034761083978],,,,2.995,9.577,-0.534
[1758210034767502259],,,,2.047,6.723,-0.199
[1758210034773968353],,,,4.25,15.146,-0.175
[1758210034780457884],,,,2.519,7.295,-0.943
[1758210034786820749],,,,3.05,9.357,-0.091
[1758210034792709082],,,,3.239,9.594,0.247
[1758210034799073301],,,,3.038,8.547,-0.043
[1758210034805711738],,,,3.692,10.633,0.508
[1758210034812138770],,,,3.314,9.258,0.287
[1758210034818475957],,,,2.851,9.105,-0.46
[1758210034824908040],,,,3.12,10.415,-0.601
[1758210034831548874],,,,2.533,9.043,-0.725
[1758210034837981478],,,,2.643,9.665,-0.491
[1758210034844518509],,,,2.969,9.972,-0.565
[1758210034851078040],,,,2.935,9.21,-0.266
[1758210034857530020],,,,3.053,9.431,0.17
[1758210034863907103],,,,3.065,9.354,0.062
[1758210034870572051],,,,3.266,9.898,0.024
[1758210034876853926],,,,3.079,9.591,-0.275
[1758210034883638822],,,,3.041,9.232,-0.409
[1758210034890334342],,,,2.77,9.558,-0.371
[1758210034896760801],,,,2.983,9.725,-0.318
[1758210034903172103],,,,2.911,9.57,-0.397
[1758210034909667415],,,,2.933,9.376,-0.256
[1758210034916114082],,,,3.065,9.349,-0.139
[1758210034922590592],,,,3.158,9.527,0.072
[1758210034929063822],,,,3.211,9.445,0.232
[1758210034935401530],,,,3.1,9.498,0.007
[1758210034941957415],,,,3.017,9.503,-0.448
[1758210034948258926],,,,3.089,9.641,-0.587
[1758210034954648197],,,,3.031,9.656,-0.393
[1758210034961342988],,,,2.832,9.73,-0.644
[1758210034967857467],,,,2.818,9.505,-0.393
[1758210034974321947],,,,2.794,9.555,-0.314
[1758210034980814811],,,,2.885,9.498,-0.043
[1758210034987264238],,,,3.168,9.651,0.129
[1758210034993702259],,,,3.345,9.397,0.017
[1758210035000159655],,,,3.141,9.443,-0.074
[1758210035006586582],,,,2.94,9.584,-0.263
[1758210035013030592],,,,3.026,9.474,-0.373
[1758210035019515280],,,,2.919,9.582,-0.366
[1758210035025940697],,,,2.95,9.594,-0.491
[1758210035032365749],,,,2.897,9.644,-0.385
[1758210035038630853],,,,2.971,9.57,-0.302
[1758210035044981113],,,,3.089,9.51,-0.292
[1758210035051365697],,,,2.954,9.56,-0.132
[1758210035057893509],,,,3.148,9.457,-0.053
[1758210035064228301],,,,3.098,9.613,-0.096
[1758210035070624915],,,,3.043,9.646,-0.242
[1758210035077157936],,,,2.99,9.598,-0.271
[1758210035083510697],,,,3.007,9.586,-0.52
[1758210035090033092],,,,2.892,9.503,-0.211
[1758210035096695540],,,,2.969,9.538,-0.266
[1758210035103258978],,,,3.033,9.421,-0.184
[1758210035109544707],,,,3.112,9.347,-0.146
[1758210035115950176],,,,3.158,9.498,-0.06
[1758210035122602155],,,,3.261,9.464,0.072
[1758210035129026894],,,,3.098,9.519,-0.16
[1758210035135477103],,,,2.981,9.555,-0.227
[1758210035141781582],,,,3.06,9.546,-0.455
[1758210035148086686],,,,2.904,9.579,-0.455
[1758210035154838665],,,,2.892,9.579,-0.357
[1758210035161288353],,,,2.971,9.646,-0.431
[1758210035167693040],,,,2.988,9.562,-0.01
[1758210035174105697],,,,3.057,9.546,-0.151
[1758210035180642832],,,,3.108,9.469,-0.029
[1758210035187022259],,,,3.089,9.436,0.036
[1758210035193444238],,,,2.964,9.572,-0.079
[1758210035200078561],,,,3.172,9.598,-0.175
[1758210035206380488],,,,2.933,9.505,-0.328
[1758210035213211165],,,,2.94,9.558,-0.412
[1758210035219567624],,,,2.954,9.555,-0.357
[1758210035225871217],,,,2.976,9.543,-0.129
[1758210035232240697],,,,3.021,9.543,-0.005
[1758210035238702103],,,,3.081,9.493,-0.299
[1758210035244725905],,,,3.077,9.603,-0.144
[1758210035251260280],,,,3.098,9.493,-0.079
[1758210035257750124],,,,3.012,9.512,-0.235
[1758210035264369759],,,,3.021,9.555,-0.184
[1758210035270794551],,,,2.95,9.546,-0.306
[1758210035277239811],,,,2.947,9.56,-0.407
[1758210035283568613],,,,2.923,9.534,-0.441
[1758210035290250280],,,,2.986,9.584,-0.414
[1758210035296650957],,,,3.153,9.541,-0.215
[1758210035303400228],,,,3.024,9.443,0.151
[1758210035310017363],,,,3.062,9.641,-0.115
[1758210035316319446],,,,3.05,9.531,-0.079
[1758210035322819759],,,,3.182,9.515,-0.211
[1758210035329152936],,,,3.0,9.538,-0.311
[1758210035335844394],,,,3.0,9.629,-0.421
[1758210035342320488],,,,2.974,9.598,-0.35
[1758210035348831946],,,,2.988,9.503,-0.359
[1758210035355380540],,,,2.995,9.536,-0.026
[1758210035361831530],,,,3.036,9.51,-0.002
[1758210035368231426],,,,3.036,9.572,-0.163
[1758210035374667363],,,,3.098,9.505,-0.086
[1758210035381127676],,,,3.203,9.357,0.024
[1758210035387512103],,,,2.995,9.536,-0.239
